Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches
499,506,EA-5.6,medojasvaraBedaH,,मेदोजस्वरभेदः,,,
500,507,EA-5.7,raktajasvaraBedaH,,रक्तजस्वरभेदः,,,
501,508,EA-5.8,kAsajanyasvaraBedaH,,कासजन्यस्वरभेदः,,,
502,509,EA-5.9,pInasajanyasvaraBedaH,,पीनसजन्यस्वरभेदः,,,
503,511,EA-6,uraHkShataH/kShatakShINa,,उरःक्षतः/क्षतक्षीण,,,
504,513,EB,annavahasrotovikAraH,,अन्नवहस्रोतोविकारः,,,
505,514,SR59(EB-1),annavahasrotoduShTiH,(a) annavahasrotoduṣṭiḥ,अन्नवहस्रोतोदुष्टिः,,"It is characterized by disinclination for food, tastelessness, indigestion, vomiting. This may be explained by derangement (functional or anatomical or both) digestive tract.",
506,515,SM37(EB-2),atisAraH,(a) atisāraḥ,अतिसारः,,It is characterised by passage of loose stools may or may not be mixed with blood and pus. This may be explained by: (a) Weakness of digestive and metabolic factors followed by increased vata moving the watery components downwards in the intestine.,
507,516,EB-2.1,atisAra-pUrvarUpam,atisāra-pūrvarūpam,अतिसार-पूर्वरूपम्,,"the disorder is characterized by hr̥ttōdaḥ [needling pain in heart], nābhitōdaḥ [needling pain in umbilicus], pāyutōdaḥ/gudatōdaḥ [needling pain in anus], udaratōdaḥ [needling pain in abdomen], kukṣitōdaḥ [needling pain in abdomen/sides], kōṣṭhatōdaḥ [needing pain in abdominal organs], gātrāvasādaḥ/gātrasādaḥ [exhaustion or tirednes to body], anilasannirōdhaḥ [supression of flatus], viṭsaṅgaḥ/malagrahaḥ [retension of faeces], ādhmānam [abdominal distension], avipākaḥ [indigestion]",
508,517,EB-2.2,vAtaja-atisAraH,vātaja-atisāraḥ,वातज-अतिसारः,,"the disorder is characterized by vijjalaṁ purīṣam (pravr̥ttiḥ) [defecation of feces with more water content/watery stools], āmaṁ purīṣam (pravr̥ttiḥ) [feces with āma/unformed stools], viplutaṁ purīṣam (pravr̥ttiḥ) [broken/unformed stools], avasādi purīṣam (pravr̥ttiḥ) [stools sinks in water], rūkṣaṁ purīṣam (pravr̥ttiḥ) [dry stools], dravaṁ purīṣam (pravr̥ttiḥ) [watery stools], saśūlaṁ/śūlāviṣṭaṁ/ purīṣam (pravr̥ttiḥ) / śūlāḍhyam upavēśyatē [defecation with pain], āmagandhaṁ purīṣam (pravr̥ttiḥ) [stools with odour of āma (smelling like raw meat)], īṣatśabdam aśabdaṁ vā purīṣam (pravr̥ttiḥ) [defecation with little sound], vibaddhamūtram/saktamūtram [supression of urine], vibaddhavātam [supression of flatus], antrakūjī [barborygmus/gurgling sound of intestines], srastāpānaḥ/bhraṣṭapāyuḥ [anal prolapse/rectal prolapse], sannakaṭiḥ [exhausted back], sanna-ūruḥ [exhausted thighs], sannajaṅghaḥ [exhausted calf muscles], alpamalpaṁ varcaḥ muñcati/alpamalpaṁ śakr̥t(pravr̥ttiḥ) [small quantities], saphēnaṁ varcaḥ muñcati / phēnila-śakr̥t (pravr̥ttiḥ) [frothy faecal matter], rūkṣaṁ varcaḥ muñcati / rūkṣaṁ-śakr̥t (pravr̥ttiḥ) [dry faecal matter], śyāvaṁ varcaḥ muñcati [dark brown colour], sānilaṁ varcaḥ muñcati [feces with flatus], śabdāḍhyam upavēśyatē [defecation with large sound], vibaddham upavēśyatē [formed stools], accham upavēśyatē [clear stools], grathitam upavēśyatē [compact stools], muhurmuhuḥ upavēśyatē / muhurmuhuḥ śakr̥t (pravr̥ttiḥ) [frequent defecation], dagdhaguḍābhāsam upavēśyatē [stools as burnt jaggary], sapicchāparikartikam [frothy stools with cutting pain in anus], śuṣkāsyaḥ [dry mouth], hr̥ṣṭarōmaḥ [horripilation], aruṇa-śakr̥t (pravr̥ttiḥ) [slightly reddish faecal matter], saruk-śakr̥t (pravr̥ttiḥ) [griping pain], saśabda-śakr̥t(pravr̥ttiḥ) [gurgling sound], viniṣṭanan [groan loudly]",
509,518,EB-2.2.1,pakvavAtikAtisAraH,pakvavātikātisāraḥ,पक्ववातिकातिसारः,,"the disorder is characterized by āmātisāraviparītaliṅgāni [opposite features of āmātisāra], lāghavam [feeling of lightness], vibaddham [formed stools], alpālpam [scanty stools], saśabdam [with sound], saśūlaphēnapicchāparikartikam [defecation of stools with mucus and cutting pain in anus], hr̥ṣṭarōmaḥ [horripilation], viniḥśvasan [defecation with expiratory sound], śuṣkamukhaḥ [dryness of mouth], kaṭiśūlam [low backpain], ūruśūlam [pain in thighs], trikaśūlam [pain in sacroiliac region], jānuśūlam [pain in knees], pr̥ṣṭhaśūlam [pain in back], pārśvaśūlam [pain in sides of chest/flanks], bhraṣṭagudaḥ [rectal prolapse], muhurmuhuḥ vigrathitaṁ purīṣam upavēśyatē [frequent defecation of formed hard stools]",
510,519,EB-2.3,pittaja-atisAraH,pittaja-atisāraḥ,पित्तज-अतिसारः,,"the disorder is characterized by hāridraṁ purīṣam atisāryatē [defecation of yellow coloured stools], hāritaṁ purīṣam atisāryatē [defecation of greenish stools], nīlaṁ purīṣam atisāryatē [bluish stools], kr̥ṣṇaṁ purīṣam atisāryatē [black stools], raktapittōpahitaṁ purīṣam atisāryatē [stools with blood and pitta], atidurgandhaṁ purīṣam atisāryatē / durgandhi [foul stools], tr̥ṣṇā [thirst], dāhaḥ (sarvāṅgaḥ) [burning sensation], svēdaḥ/svinnadēhaḥ [perspiration], mūrcchā [syncope/attacks of swooning], śūlam [colicky pain in the abdomen], bradhnasantāpaḥ/pāyusantāpaḥ [burning sensation of anus], bradhnapākaḥ/pāyupākaḥ [suppuration of anus], uṣṇam [hot], vēgavat [with speed], māṁsatōyaprakhyam [resemble raw meat washings], bhinnam [watery stools/unformed], atitīkṣṇam [severe form], pītaṁ varcaḥ muñcati / pīta-śakr̥t(pravr̥ttiḥ) [yellowish stool], nīlaṁ varcaḥ muñcati / -śakr̥t(pravr̥ttiḥ) [bluish stool], ālōhitaṁ/saraktaṁ varcaḥ muñcati [bloody stool], jvaraḥ [fever], śādvalaprabhaṁ upavēśyatē [defecation of grassy stools]",
511,520,EB-2.4,kaPaja-atisAraH,kaphaja-atisāraḥ,कफज-अतिसारः,,"the disorder is characterized by snigdhaṁ purīṣam atisāryatē [defecation of greasy/unctuous stools], śvētaṁ/śuklaṁ purīṣam atisāryatē [whitish faeces], picchilaṁ purīṣam atisāryatē [slimy feces], tantumat purīṣam atisāryatē [feces with fibres/thready], āmaṁ purīṣam atisāryatē [feces with ama/unformed stools], guru purīṣam atisāryatē [heavy stools], durgandhaṁ purīṣam atisāryatē [foul odour], ślēṣmōpahitaṁ/ślēṣmayuktaṁ purīṣam atisāryatē [faeces mixed with mucus], anubaddhaśūlaṁ purīṣam atisāryatē/anubaddharuk [associated with pain], alpālpaṁ purīṣam atisāryatē [scanty stools], abhīkṣṇaṁ purīṣam atisāryatē [frequent defecation], sapravāhikaṁ purīṣam atisāryatē [defecation with straining], udaragurutā [heavyness in abdomen], gudagurutā [heaviness in anus], bastigurutā [heaviness in basti/urinary bladder], vaṅkṣaṇadēśagurutā [heaviness in groins], kr̥tēऽpi akr̥tasaṁjñaḥ [feeling of incompleted defecation], lōmaharṣaḥ/rōmaharṣaḥ/hr̥ṣṭarōmā [horripilation], utklēśaḥ [nausea/provocation of dōṣa], nidrāparītaḥ/nidrāluḥ [sleepiness], tantumat purīṣam atisāryatē [feces with fibres/thready], sadanaḥ/sādī [exhaustion], annadvēṣī/bhaktadvēṣī [person having aversion towards food], tandrā [drowsiness/lassitude], sr̥ṣṭaviṭkōऽpi bhūyaḥ vēgāśaṅkī [loose stools], sāndraṁ varcō muñcati [viscid faeces], niḥsvanaḥ [without sound], ghanaṁ upavēśyatē [thick stools], vibaddham upavēśyatē [formed stools], śīta-śakr̥t [defecation of faeces of cold nature]",
512,521,EB-2.5,sAnnipAtaja-atisAraH,sānnipātaja-atisāraḥ,सान्निपातज-अतिसारः,,"the disorder is characterized by tandrāyuktaḥ [having lassitude], mōhaḥ [confusion/delirium], sādaḥ [exhaustion or tirednes of body], āsyaśōṣī [dryness in mouth], naikavarṇaṁ varcaḥ [stools of various colours], tr̥ṣārtaḥ [thirst], varāhasnēha-sadr̥śaṁ śakr̥t [boar fat like stools], māṁsambu-sadr̥śaṁ śakr̥t [meat washing like stools]",
513,522,EB-2.6,Bayaja-atisAraH,bhayaja-atisāraḥ,भयज-अतिसारः,,"the disorder is characterized by kṣipram [spontaneously], uṣṇam [stool hot to touch], dravam [loose motion], plavam/apsu plavati [floats on water]",
514,523,EB-2.7,Sokaja-atisAraH,śōkaja-atisāraḥ,शोकज-अतिसारः,,"the disorder is characterized by kākaṇantīprakāśaṁ raktaṁ varcōmiśraṁ niḥpurīṣaṁ (viḍvimiśram aviḍvā) vā kr̥cchrāt sāryatē [defecation of reddish blood (resembling kākaṇatī) with or without stool], nirgandhaṁ sagandhaṁ (nirgandhaṁ gandhavat) vā raktaṁ kr̥cchrāt sāryatē [defecation of blood with or without an odour with difficulty]",
515,524,EB-2.8,AmAtisAraH,āmātisāraḥ,आमातिसारः,,"the disorder is characterized by nānāvarṇaṁ naikaśaḥ sārayanti [variegated colouration], śūlōpētam (purīṣa-pravr̥ttiḥ) [pain during defecation], nyastamapsvavasīdati / gauravāt śakr̥t apsu majjati [stools sink when dropped in water], bhr̥śadurgandhi-purīṣam/śakr̥ddurgandham [very foul smelling stool], āṭōpaḥ [gurgling sound of the intestines/barborygmus], viṣṭambhaḥ [constipation/fullness in the abdomen], artiḥ [pain], prasēkī [excessive salivation], vicchinnaṁ purīṣam [split, broken/unformed stools], picchilaṁ purīṣam [stools with mucus]",
516,525,EB-2.9,jvarAtisAraH,jvarātisāraḥ,ज्वरातिसारः,,,
517,526,EB-2.10,raktAtisAraH,raktātisāraḥ,रक्तातिसारः,,"the disorder is characterized by raktamiśritam [mixed with blood], tr̥ṣṇā/tr̥ṣā [thirst], śūlam [colicky pain in the abdomen], vidāham [internal burning sensation], gudapākaḥ [proctitis], jvaram [fever], dāham [burning sensation]",
518,527,EB-2.11,kRucCrasAdhya-atisAraH,kr̥cchrasādhya-atisāraḥ,कृच्छ्रसाध्य-अतिसारः,,"the disorder is characterized by hāridraṁ śakr̥d upavēśyatē [defecation of yellowish stools], haritaṁ śakr̥d upavēśyatē [greenish stools], nīlaṁ śakr̥d upavēśyatē [bluish stools], māñjiṣṭhaṁ śakr̥d upavēśyatē [reddish stools], māṁsadhāvanasannikāśaṁ śakr̥d upavēśyatē [raw meat washings stools], raktaṁ śakr̥d upavēśyatē [stools with blood], kr̥ṣṇaṁ śakr̥d upavēśyatē [blackish stools], śvētaṁ śakr̥d upavēśyatē [whitish faeces], varāhamēdaḥsadr̥śaṁ śakr̥d upavēśyatē [boar fat like stools], anubaddhavēdanamavēdanaṁ vā śakr̥d upavēśyatē [painful or painless defecation], grathitaṁ śakr̥d upavēśyatē [compact stools], sakr̥t āmaṁ śakr̥d upavēśyatē [stools with āma], anatikṣīṇaśōṇitam [not too much depletion of blood], anatikṣīṇabalam [not too much depletion of strength], mandāgniḥ [diminution of agni], vihatamukharasaḥ [loss of taste of mouth]",
519,528,EB-2.12,asAdhya-atisAraH,asādhya-atisāraḥ,असाध्य-अतिसारः,,"the disorder is characterized by pakvaśōṇitābhaṁ atisāryamāṇam [defecation of stool resembling mature blood], yakr̥tkhaṇḍōpamaṁ/yakr̥tkhaṇḍanibhaṁ atisāryamāṇam [resembles the piece of liver reddish black colour], mēdōmāṁsōdakasannikāśam atisāryamāṇam [resembling raw meat/fatty meat washing], pakvajāmbavasaṅkāśam atisāryamāṇam [resembling ripe jambu fruit], dadhyābham atisāryamāṇam [resembles curd], ghr̥tābham atisāryamāṇam [resembles ghee], majjābham atisāryamāṇam [resembles majja], tailābham atisāryamāṇam [resembles oil], vasābham atisāryamāṇam [resembles musle fat], kṣīrābham atisāryamāṇam [resembles milk], mañjiṣṭhābham sravēt [resembles mañjiṣṭha], añjanābham sravēt [resembles añjana ( collyrium)], kardamābham sravēt [resembles kardama], aruṇaprabham [resembles aruṇa (rising sun colour)], vēsavārābham/vēsavārāmbutulyam atisāryamāṇam [resembles the vēsavāra condiment], āsavatulyam [resembles āsava], mastuluṅgatulyam [resembles mastuluṅga], maṣītulyam [resembles maṣi], mākṣikatulyam/kṣaudrarūpam [resembles mākśika], atinīlaṁ atisāryamāṇam [dark blue coloured], atiraktaṁ atisāryamāṇam [dark red coloured], atikr̥ṣṇaṁ/asitaṁ atisāryamāṇam [dark black coloured], udakamivācchaṁ atisāryamāṇam [watery stool], mēcakābhaṁ atisāryamāṇam [resembles mēcaka (as like eyes of peacocks tail or collyrium)], atisnigdhaṁ atisāryamāṇam [unctuous stool], niṣpurīṣaḥ [not having fecal material], ativiṭ [heavy stool material], atighanam [very thick], haritavarṇaṁ atisāryamāṇam [greenish stools], nīlavarṇaṁ atisāryamāṇam [bluish stool], kaṣāyavarṇaṁ atisāryamāṇam [reddish brown], karburaṁ atisāryamāṇam [various colours], āvilaṁ atisāryamāṇam [turbid stools], picchilaṁ atisāryamāṇam [slimy feces], tantumat atisāryamāṇam [thready with filaments], āmaṁ atisāryamāṇam [mucus material], candrakōpagataṁ / candrikairyutaḥ / candrakaiḥ santatam atisāryamāṇam [fecal material with shiny particles], rājimān atisāryamāṇam [mixed with lines], atikuṇapagandhiṁ atisāryamāṇam [cadaveric smell], atipūtigandhiṁ atisāryamāṇam [putrid smell], atipūyagandhiṁ atisāryamāṇam [putrid smell], āmagandhiṁ atisāryamāṇam [raw meat smell like stool], matsyagandhiṁ atisāryamāṇam [fishy smell stool], sugandhi/durgandhi/visram [excessive foul smell], prētagandhi sravēt [cadaveric smell], makṣikākāntaṁ/makṣikākrāntaṁ atisāryamāṇam [receptacle for flies, bees], kuthitaṁ atisāryamāṇam [straining at defecation], bahudhātusrāvaṁ atisāryamāṇam [loosing dhatus through feces], alpapurīṣaṁ atisāryamāṇam [less quantity of stool], apurīṣaṁ atisāryamāṇam [no stools], tr̥ṣṇānubandham [associated with thirst], dāhānubandham [burning sensation], jvarānubandham [pyrexia], bhramānubandham [giddiness], tamakānubandham [blackouts], hikkānubandham [hiccup], śvāsānubandham [breathlessness/difficult breathing], sachardiḥ [vomiting], sānāhaḥ [distention due to obstruction of excreta], sapravāhikaḥ [with bearing and gripping pain], ativēdanam [painful defecation], avēdanam [painless], srastagudam [prolapse], pakvagudam [suppuration of anus], patitagudavaliṁ/śīrṇapāyuvalim [lax anal verge], asaṁvr̥tagudam [exposed anus], muktanālam [completed prolapse of rectum], annamēva upavēśayan [mixed with food articles], kṣīṇam [emaciated/thin /malnourished], atikṣīṇabalam [depletion of strength], atikṣīṇamāṁsam [depletion of māṁsa], atikṣīṇaśōṇitam [depletion of blood], sarvaparvāsthiśūlinam [pain in all joints and bones], pārśvaśūlinam [pain in sides of chest/flanks], asthiśūlinam [pain in the bones], arōcakaparītam [tastelessness], aratiparītam [severe distress/dicontent/restlessness], pralāpaparītam [excess talking/irrelevant speech/incoherent speech], sammōhaparītam [unconsciousness/confusion], gatōṣmāṇam [diminution of agni], tanu [thin/watery stools], bahu [large quantity stools], pralāpayuktam [excess talking/irrelevant speech/incoherent speech], dūrādhmātam [severly distended abdomen], uṣṇam sravēt [stools hot in nature], śītam sravēt [stools cold in nature], upadrutam [along with complications]",
